歌手	代表作品:外面的世界狂流大约在冬季爱情宣言明星关系狼、外面的世界、大约在冬季、冬雨、狂流、<e1>夜夜夜夜</e1>、往事随风、水岸、原来的我、爱情宣香港第11届十大中文金曲奖[5]主要成就第八届台湾金曲奖成就大奖[15]第十二届音乐风云榜年度盛典乐坛特别贡献大奖[21]华语金曲奖30年经典评选获奖[22]早年经历姐弟二人<e2>齐秦</e2>上初中时交友不慎，16岁因酒后闹事而被送进感化院[27]度过三年有余
作者	《<e1>德勒兹与当代性</e1>》是2007年广西师范大学出版社出版的图书，作者是<e2>麦永雄</e2>
成立日期	<e1>黄骅华城房地产开发有限公司</e1>于<e2>2006年5月17日</e2>在沧州市工商行政管理局登记成立
主演	3.桑田佳佑《明日晴れるかな》发行时间：2008年3月12日电视剧《<e1>求婚大作战</e1>》主演：<e2>山下智久</e2>、长泽雅美、荣仓奈奈首播时间：2007年4月16日播出平台：日本富士电视台《明日晴れるかな》由桑田佳佑作词作曲并演唱，在“明天会放晴吗”的歌词中，在电视剧主角山下智久不断穿越时空想要改变现在和长泽雅美的关系的时候，终于发现过去只是过去，想要改变必须从现在出发，明天就是全新的放晴的一天
出生日期	<e1>何瀚澜</e1>（<e2>1892</e2>－1944），男，汉族，广东南海人
作者	《<e1>会有天使替我爱你</e1>》是2005年新世界出版社出版的图书，作者是<e2>明晓溪</e2>
出版社	《<e1>夏日里的秘密春天</e1>》是2010年4月<e2>文化艺术出版社</e2>出版的图书，作者是星柒
主演	《<e1>anone</e1>》是日本电视台（NTV）制作的电视连续剧，由坂元裕二编剧、水田伸生导演，<e2>广濑铃</e2>主演，田中裕子共演，于2018年1月10日开播
出版社	《<e1>笔性及人-田黎明-当代风格派画家作品集</e1>》是1999年由<e2>安徽美术出版社</e2>出版的图书，作者是田黎明
导演	《<e1>我命中注定的人</e1>》是日本电视台（NTV）2017年制作播出的爱情喜剧，由<e2>佐久间纪佳</e2>、小室直子、猪股隆一、高桥朋广执导，金子茂树担任编剧，龟梨和也主演，山下智久、木村文乃共演，2017年4月15日首播
导演	12004年，自编自导了犯罪电影《<e1>汉城大劫案</e1>》，该片是其电影处女作，<e2>崔东勋</e2>凭该片获得第41届韩国电影大钟奖新人导演奖，第25届韩国青龙电影奖新人导演奖和最佳剧本奖
主演	二、《<e1>知否知否应是绿肥红瘦</e1>》《知否知否应是绿肥红瘦》是由东阳正午阳光影视有限公司出品，侯鸿亮制片，张开宙执导，曾璐、吴桐编剧，赵丽颖、冯绍峰、朱一龙、施诗、张佳宁、曹翠芬、刘钧、高露、王仁君、王一楠、李依晓、<e2>刘琳</e2>等主演的古代社会家庭题材电视剧
成立日期	<e1>东莞市太龙湾建设工程有限公司</e1>于<e2>2001年12月25日</e2>在东莞市工商行政管理局登记成立
unknow	个人生活1996年7月，郎永淳和<e1>吴萍</e1>双双以优异成绩从<e2>北京广播学院</e2>播音系毕业，郎永淳以综合素质考核全校第一名的成绩被正式分配到中央电视台工作
主演	《<e1>桔子街的断货男</e1>》是大唐辉煌传媒有限公司、北京九乾影视文化传媒有限公司联合出品的都市情感剧，由潘越执导，王耀庆、车晓、杨玏、<e2>吴亚桥</e2>、张小磊领衔主演，王浩钧、常曦元、程雍、石凉、柴鸥、王亚梅、崔可法、张濮薪、杨子璇主演，郭家铭、傅淼特别出演12
主演	2015，<e2>赖艺</e2>主演了英雄特摄片《<e1>铠甲勇士捕将</e1>》，在剧中饰演南宫信一，由此进入演艺圈
出生日期	<e1>罗德里格·莫拉</e1>是乌拉圭人，粤语名摩拉，出生年月日：<e2>1987-10-29</e2>，身高171CM
作者	《<e1>暗黑圣徒</e1>》是起点中文网连载的小说，作者是<e2>妖孽02</e2>
主演	2010版（又称浙版<e1>西游记</e1>）《西游记》是改编自吴承恩的同名小说《西游记》，由程力栋执导，陈司翰、费振翔、<e2>谢宁</e2>、牟凤彬主演的电视剧
主演	《<e1>美丽心灵</e1>》是由张汉臣执导，蔡春燕、叶广荫联合编剧，李贞贤、宋春丽、<e2>谭耀文</e2>、汪芫等人主演的家庭伦理电视剧1
主演	《<e1>分手大师</e1>》<e2>邓超</e2>热舞刘德华在《暗战》出演，男扮女装让刘青云亲他电影《我知女人心》最近《唐人街探案2》王宝强、刘昊然、肖央男扮女装爆笑全场周星驰早期作品《百变星君》《审死官》里的周星驰杜江《高跟鞋先生》电视剧《爱情公寓》里的陈赫
出版社	《<e1>代价论</e1>》是1995年<e2>三联书店</e2>出版的图书，作者是郑也夫
作者	《<e1>重生娱乐圈之太阳雨</e1>》是<e2>子曰成说</e2>创作的网络小说，发表于晋江文学网
主演	《<e1>女儿红</e1>》是由浙江雕刻时光影视发展有限公司制作的年代伦理传奇剧，由王力可、沈泰领衔主演1、王庆祥、刘威、苏丽、赵波、肖雨雨、<e2>铁伟光</e2>等演员主演
作者	《<e1>附体邪术师</e1>》是连载于起点中文网的小说，作者是<e2>墓园重生</e2>
主演	电视剧《<e1>裸婚时代</e1>》改编自80后网络作家唐欣恬的小说《裸婚——80后的新结婚时代》，由北京光彩世纪文化艺术有限公司出品，导演滕华涛执导，文章首次担当编剧，文章、姚笛、张凯丽、丁嘉丽、<e2>韩童生</e2>、万茜等主演
歌手	<e1>最爱青海</e1>，原唱<e2>刘嘉亮</e2>，填词雨天，谱曲刘嘉亮，编曲陈敬玮
成立日期	<e1>青海金阳光现代农业发展有限公司</e1>于<e2>2011年03月10日</e2>在海东市平安区市场和安全生产监督管理局登记成立
出生日期	<e1>贾斯蒂斯·温斯洛</e1>（JustiseWinslow），<e2>1996年3月26日</e2>出生于美国德克萨斯州休斯敦（Houston,TX），美国职业篮球运动员，司职得分后卫/小前锋，效力于NBA迈阿密热火队
作者	《<e1>海关高等教育教材：海关估价</e1>》，是2010年中国海关出版社出版的图书，作者是<e2>林弘</e2>
主演	剧版《<e1>致青春</e1>》是根据辛夷坞同名小说改编，由华视娱乐投资集团股份有限公司、慈文传媒东阳紫风影视制作有限公司等联合出品的都市情感电视剧，由杨文军执导，杨玏、陈瑶、张丹峰、马可、蔡文静、董春辉、王紫璇、<e2>徐悦</e2>、苗驰、郭鹏等联袂主演
导演	《<e1>求职家族~肯定顺利~</e1>》是日本朝日电视台制作的家庭剧，由<e2>秋山纯</e2>、落合正幸、常广丈太执导，桥本裕志编剧，三浦友和主演，黑木瞳、前田敦子、工藤阿须加共演，2017年1月12日首播
歌手	《<e1>阿尔山的姑娘</e1>》是丁当、乐风作词，老猫作曲，<e2>乌兰图雅</e2>演唱的一首歌曲，2015年9月收录在专辑《阿尔山的姑娘》中12
主演	《<e1>家和万事兴之兄弟姐妹</e1>》，是是由浙江华策影视股份有限公司和简远信工作室联合出品的家庭伦理剧《家和万事兴》上部，由王伟廷执导，李依晓、海陆、李进荣、张迪、叶项明、<e2>刘萌萌</e2>、李槐龙、孟瑶、飞儿等联袂主演，该剧于2015年11月11日在湖南卫视金鹰独播剧场播出
主演	《<e1>西施秘史</e1>》是一部由尤小刚执导，马景涛，马德钟，邬靖靖，陈浩民，禹童，<e2>赵志瑶</e2>等联袂主演的古装电视剧
出生日期	<e1>孙建宁</e1>，男，回族，<e2>1959年</e2>出生，中共党员，研究生学历，高级经济师
主演	《<e1>能人冯天贵</e1>》是由浙江华新影视有限责任公司出品的电视剧，潘长江执导，谷凯编剧，潘长江、<e2>储智博</e2>、梁爱琪和朱晏等主演
导演	《<e1>孝子</e1>》是北京天润传媒有限公司出品，由<e2>杨克</e2>执导，严敏求、许亚军、咏梅、陈瑾、于和伟、王乙竹联袂出演的家庭伦理剧1
主演	《<e1>人偶师</e1>》是由陈帅导演执导，《重案六组》主演王茜，实力派演员刘骐、王关彭、贾博雅、孟璐、魏中凯、<e2>贾梓</e2>、陈嘉敏、郑维等主演的一部惊悚、悬疑、推理，暗黑系列的网络剧连续剧，共12集，每集25分钟
歌手	《<e1>罗蕾莱之歌</e1>》是先锋创意发行的一首歌曲，由<e2>蔡琴</e2>演唱，收录于专辑《蔡琴畅销精选cd3》中
作者	《<e1>魔神战天</e1>》是<e2>鹏哥哥</e2>创作的网络小说，发表于17K小说网
出生日期	<e1>冯惟讷</e1>（<e2>1513</e2>～1572），字汝言，号少洲，山东临朐人
主演	《<e1>惊声尖叫</e1>》（Scream）是一部于1996年上映的恐怖惊悚电影，由韦斯·克雷文（WesCraven）执导，基云·威廉臣（KevinWilliamson）任编剧，<e2>尼夫·坎贝尔</e2>、柯特妮·考克斯等主演
主演	据说当年拍「<e1>英雄本色</e1>」的时候，吴宇森认为给<e2>张国荣</e2>的角色太不出彩了，所以想拍一部补偿他的作品
unknow	<e1>顾备春</e1>-土生土长的上海人，<e2>上海科学技术大学</e2>新闻系毕业，其后进入美国运通上海公司，1995年加盟刚刚进入外国的贝塔斯曼
作者	《<e1>初涉商场成功要诀</e1>》是1995年陕西人民教育出版社出版的图书，作者是<e2>罗杰斯</e2>
作者	《<e1>重生好媳妇</e1>》1是网络小说作家<e2>果子姑娘</e2>2所著作的一部婚恋情感类小说，现连载于17k小说网
导演	《<e1>利刃出击</e1>》由武警部队政治工作部电视宣传艺术中心、在扬影视、鑫宝源、上象娱乐、嘉会文化联合出品，<e2>刘猛</e2>、翟小乐编剧，刘猛执导，杨烁、牟星领衔主演，范雷、翟小兴、郑浩南、吴京安等主演的武警特战题材电视剧《利刃出击》将于明晚在江苏卫视幸福剧场首播
作者	《<e1>六指禽魔</e1>》是<e2>战争痞子</e2>创作的网络小说，发表于17K小说网
主演	3.《<e1>斗破苍穹</e1>》是一部由万达影视传媒有限公司、新丽电视文化投资有限公司出品，黄伟执导，吴磊、林允、陈楚河、李沁、刘美彤、谷嘉诚、伍嘉成、肖战、陈泽希、彭楚粤、辛芷蕾、于荣光、凌潇肃、<e2>李若彤</e2>、邓伦、李子峰等主演的电视剧
unknow	<e1>李晓春</e1>1，1964年生，1984年<e2>桂林电子工业学院</e2>（现桂林电子科技大学）机械制造及设备专业大学毕业，1992年哈尔滨工业大学管理学院管理工程专业研究生毕业
unknow	<e1>王嗣岑</e1>，1997年毕业于原<e2>西安医科大学药学院</e2>获理学学士学位，并留校任教
导演	陈晓和陈妍希结缘是在<e2>于正</e2>导演的《<e1>神雕侠侣</e1>》，其实从剧中就感觉陈晓和陈妍希特别般配，没想到在之后他们真的在一起了
出生日期	人物简介<e1>陈锦泉</e1>祖籍汕头市潮阳西胪，<e2>1926年</e2>生于马来西亚柔佛州的新山
作者	<e2>饶雪漫</e2>的小说陪伴过许多人的青春，人气作品《<e1>沙漏</e1>》也将继续出现在大荧幕前
作者	《<e1>龙珠同人在</e1>》是<e2>松岛枫松岛枫2</e2>创作的网络小说，发表于17K小说网
主演	第四名：贾乃亮贾乃亮和<e2>林心如</e2>合作《<e1>奇妙的时光之旅</e1>》，他长相俊美，鼻子笔挺笔挺的
成立日期	<e1>甘肃秋粮生化工程有限公司</e1>成立于<e2>2006年</e2>1月，注册资本金5188万元
出生日期	<e1>马景泗</e1>男，<e2>1942年12月</e2>出生，山东莱阳人
